# mic/ojph.test
ld: warning: duplicate -rpath '/usr/local/lib' ignored
ld: warning: duplicate -rpath '/opt/homebrew/lib' ignored
ld: warning: duplicate -rpath '/home/dibba/.local/lib' ignored
ld: warning: ignoring duplicate libraries: '-lc++'
ld: warning: search path '/home/dibba/.local/lib' not found
goos: darwin
goarch: arm64
pkg: mic/ojph
cpu: Apple M4 Pro
BenchmarkJPEGLSDecomp/RG3/MIC-14                 	      10	  13233092 ns/op	 468.16 MB/s	22500363 B/op	      13 allocs/op
BenchmarkJPEGLSDecomp/RG3/MIC-4state-14          	      10	  12828762 ns/op	 482.91 MB/s	22500352 B/op	      13 allocs/op
BenchmarkJPEGLSDecomp/RG3/MIC-4state-C-14        	      10	   8335454 ns/op	 743.23 MB/s	 6201344 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/RG3/MIC-4state-SIMD-14     	      10	   8280817 ns/op	 748.14 MB/s	 6201344 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/RG3/JPEGLS-14              	      10	  19004688 ns/op	 325.98 MB/s	 6201344 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/SC1/MIC-14                 	      10	  23044275 ns/op	 442.05 MB/s	33517590 B/op	      11 allocs/op
BenchmarkJPEGLSDecomp/SC1/MIC-4state-14          	      10	  21595996 ns/op	 471.70 MB/s	33574923 B/op	      11 allocs/op
BenchmarkJPEGLSDecomp/SC1/MIC-4state-C-14        	      10	  14188554 ns/op	 717.96 MB/s	10190848 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/SC1/MIC-4state-SIMD-14     	      10	  14080875 ns/op	 723.45 MB/s	10190848 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/SC1/JPEGLS-14              	      10	  36568242 ns/op	 278.57 MB/s	10190848 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/XA1/MIC-14                 	      10	   5430017 ns/op	 386.21 MB/s	10718276 B/op	      13 allocs/op
BenchmarkJPEGLSDecomp/XA1/MIC-4state-14          	      10	   4734317 ns/op	 442.97 MB/s	10717696 B/op	      13 allocs/op
BenchmarkJPEGLSDecomp/XA1/MIC-4state-C-14        	      10	   2928908 ns/op	 716.02 MB/s	 2097152 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/XA1/MIC-4state-SIMD-14     	      10	   2915917 ns/op	 719.21 MB/s	 2097152 B/op	       1 allocs/op
BenchmarkJPEGLSDecomp/XA1/JPEGLS-14              	      10	   7475225 ns/op	 280.55 MB/s	 2097152 B/op	       1 allocs/op
PASS
ok  	mic/ojph	24.048s
